member_name_original,member_name_normalized,member_name_display,party,matched,match_type,confidence,matched_candidate_name_original,matched_candidate_name_normalized,matched_candidate_name_display,election_year,election_file,notes
"Brademas, John",john brademas,John Brademas,Democratic,no,none,0,,,,,,No high-confidence match
"Buchanan, John",john buchanan,John Buchanan,Republican,no,none,0,,,,,,No high-confidence match
"Burton, John",john burton,John Burton,Democratic,no,none,0,,,,,,No high-confidence match
"Culver, John C.",john c culver,John C Culver,Democratic,no,none,0,,,,,,No high-confidence match
"Culver, John C.",john c culver,John C Culver,Democratic,no,none,0,,,,,,No high-confidence match
"Danforth, John C.",john c danforth,John C Danforth,Republican,no,none,0,,,,,,No high-confidence match
"Kluczynski, John C.",john c kluczynski,John C Kluczynski,Democratic,no,none,0,,,,,,No high-confidence match
"Stennis, John C.",john c stennis,John C Stennis,Democratic,no,none,0,,,,,,No high-confidence match
"Rockefeller, John D., IV",john d rockefeller,John D Rockefeller,Democratic,no,none,0,,,,,,No high-confidence match
"Dellenback, John",john dellenback,John Dellenback,Republican,no,none,0,,,,,,No high-confidence match
"Grotberg, John E.",john e grotberg,John E Grotberg,Republican,no,none,0,,,,,,No high-confidence match
"Hunt, John E.",john e hunt,John E Hunt,Republican,no,none,0,,,,,,No high-confidence match
"Cunningham, John E. (Jack)",john e jack cunningham,John E Jack Cunningham,Republican,no,none,0,,,,,,No high-confidence match
"Moss, John E.",john e moss,John E Moss,Democratic,no,none,0,,,,,,No high-confidence match
"Baldacci, John Elias",john elias baldacci,John Elias Baldacci,Democratic,no,none,0,,,,,,No high-confidence match
"Seiberling, John F.",john f seiberling,John F Seiberling,Democratic,no,none,0,,,,,,No high-confidence match
"Fary, John G.",john g fary,John G Fary,Democratic,no,none,0,,,,,,No high-confidence match
"Hutchinson, John G.",john g hutchinson,John G Hutchinson,Democratic,no,none,0,,,,,,No high-confidence match
"Rowland, John G.",john g rowland,John G Rowland,Republican,no,none,0,,,,,,No high-confidence match
"Tower, John G.",john g tower,John G Tower,Republican,no,none,0,,,,,,No high-confidence match
"Dent, John H.",john h dent,John H Dent,Democratic,no,none,0,,,,,,No high-confidence match
"Krebs, John H.",john h krebs,John H Krebs,Democratic,no,none,0,,,,,,No high-confidence match
"Rousselot, John H.",john h rousselot,John H Rousselot,Republican,no,none,0,,,,,,No high-confidence match
"Rousselot, John H.",john h rousselot,John H Rousselot,Republican,no,none,0,,,,,,No high-confidence match
"Ware, John H.",john h ware,John H Ware,Republican,no,none,0,,,,,,No high-confidence match
"Heinz, John",john heinz,John Heinz,Republican,no,none,0,,,,,,No high-confidence match
"Heinz, John",john heinz,John Heinz,Republican,no,none,0,,,,,,No high-confidence match
"Cavanaugh, John J.",john j cavanaugh,John J Cavanaugh,Democratic,no,none,0,,,,,,No high-confidence match
"Flynt, John J., Jr.",john j flynt,John J Flynt,Democratic,no,none,0,,,,,,No high-confidence match
"Schwarz, John J.H. ""Joe""",john j h joe schwarz,John J H Joe Schwarz,Republican,no,none,0,,,,,,No high-confidence match
"McFall, John J.",john j mcfall,John J Mcfall,Democratic,no,none,0,,,,,,No high-confidence match
"Rooney, John J.",john j rooney,John J Rooney,Democratic,no,none,0,,,,,,No high-confidence match
"Sparkman, John J.",john j sparkman,John J Sparkman,Democratic,no,none,0,,,,,,No high-confidence match
"Sparkman, John J.",john j sparkman,John J Sparkman,Democratic,no,none,0,,,,,,No high-confidence match
"Jarman, John",john jarman,John Jarman,Democratic,no,none,0,,,,,,No high-confidence match
"Moakley, John Joseph",john joseph moakley,John Joseph Moakley,Democratic,no,none,0,,,,,,No high-confidence match
"McClellan, John L.",john l mcclellan,John L Mcclellan,Democratic,no,none,0,,,,,,No high-confidence match
"McClellan, John L.",john l mcclellan,John L Mcclellan,Democratic,no,none,0,,,,,,No high-confidence match
"Napier, John L.",john l napier,John L Napier,Republican,no,none,0,,,,,,No high-confidence match
"LeBoutillier, John",john leboutillier,John Leboutillier,Republican,no,none,0,,,,,,No high-confidence match
"Ashbrook, John M.",john m ashbrook,John M Ashbrook,Republican,no,none,0,,,,,,No high-confidence match
"Zwach, John M.",john m zwach,John M Zwach,Republican,no,none,0,,,,,,No high-confidence match
"Melcher, John",john melcher,John Melcher,Democratic,no,none,0,,,,,,No high-confidence match
"Melcher, John",john melcher,John Melcher,Democratic,no,none,0,,,,,,No high-confidence match
"Erlenborn, John N.",john n erlenborn,John N Erlenborn,Republican,no,none,0,,,,,,No high-confidence match
"Camp, John N. Happy",john n happy camp,John N Happy Camp,Republican,no,none,0,,,,,,No high-confidence match
"Pastore, John O.",john o pastore,John O Pastore,Democratic,no,none,0,,,,,,No high-confidence match
"East, John P.",john p east,John P East,Republican,no,none,0,,,,,,No high-confidence match
"Hammerschmidt, John P.",john p hammerschmidt,John P Hammerschmidt,Republican,no,none,0,,,,,,No high-confidence match
"Murtha, John P.",john p murtha,John P Murtha,Democratic,no,none,0,,,,,,No high-confidence match
"Saylor, John P.",john p saylor,John P Saylor,Republican,no,none,0,,,,,,No high-confidence match
"Hiler, John Patrick",john patrick hiler,John Patrick Hiler,Republican,no,none,0,,,,,,No high-confidence match
"McKernan, John R., Jr.",john r mckernan,John R Mckernan,Republican,no,none,0,,,,,,No high-confidence match
"Miller, John R.",john r miller,John R Miller,Republican,no,none,0,,,,,,No high-confidence match
"Kuhl, John R. ""Randy"", Jr.",john r randy kuhl,John R Randy Kuhl,Republican,no,none,0,,,,,,No high-confidence match
"Rarick, John R.",john r rarick,John R Rarick,Democratic,no,none,0,,,,,,No high-confidence match
"Slack, John",john slack,John Slack,Democratic,no,none,0,,,,,,No high-confidence match
"Myers, John T.",john t myers,John T Myers,Republican,no,none,0,,,,,,No high-confidence match
"Tunney, John V.",john tunney,John Tunney,Democratic,no,none,0,,,,,,No high-confidence match
"Tunney, John V.",john tunney,John Tunney,Democratic,no,none,0,,,,,,No high-confidence match
"Cox, John W., Jr.",john w cox,John W Cox,Democratic,no,none,0,,,,,,No high-confidence match
"Jenrette, John W., Jr.",john w jenrette,John W Jenrette,Democratic,no,none,0,,,,,,No high-confidence match
"Wydler, John W.",john w wydler,John W Wydler,Republican,no,none,0,,,,,,No high-confidence match
"McCollister, John Y.",john y mccollister,John Y Mccollister,Republican,no,none,0,,,,,,No high-confidence match
"Young, John",john young,John Young,Democratic,no,none,0,,,,,,No high-confidence match
"Hinson, Jon C.",jon c hinson,Jon C Hinson,Republican,no,none,0,,,,,,No high-confidence match
"Fox, Jon D.",jon d fox,Jon D Fox,Republican,no,none,0,,,,,,No high-confidence match
"Husted, Jon",jon husted,Jon Husted,Republican,no,none,0,,,,,,No high-confidence match
"Bingham, Jonathan B.",jonathan b bingham,Jonathan B Bingham,Democratic,no,none,0,,,,,,No high-confidence match
"Serrano, Jose E.",jose e serrano,Jose E Serrano,Democratic,no,none,0,,,,,,No high-confidence match
"LeFante, Joseph A.",joseph a lefante,Joseph A Lefante,Democratic,no,none,0,,,,,,No high-confidence match
"Crowley, Joseph",joseph crowley,Joseph Crowley,Democratic,no,none,0,,,,,,No high-confidence match
"Morelle, Joseph D.",joseph d morelle,Joseph D Morelle,Democratic,no,none,0,,,,,,No high-confidence match
"Karth, Joseph E.",joseph e karth,Joseph E Karth,Democratic,no,none,0,,,,,,No high-confidence match
"Minish, Joseph G.",joseph g minish,Joseph G Minish,Democratic,no,none,0,,,,,,No high-confidence match
"DioGuardi, Joseph J.",joseph j dioguardi,Joseph J Dioguardi,Republican,no,none,0,,,,,,No high-confidence match
"Heck, Joseph J.",joseph j heck,Joseph J Heck,Republican,no,none,0,,,,,,No high-confidence match
"Maraziti, Joseph J.",joseph j maraziti,Joseph J Maraziti,Republican,no,none,0,,,,,,No high-confidence match
"Gaydos, Joseph M.",joseph m gaydos,Joseph M Gaydos,Democratic,no,none,0,,,,,,No high-confidence match
"Montoya, Joseph M.",joseph m montoya,Joseph M Montoya,Democratic,no,none,0,,,,,,No high-confidence match
"Montoya, Joseph M.",joseph m montoya,Joseph M Montoya,Democratic,no,none,0,,,,,,No high-confidence match
"Addabbo, Joseph P.",joseph p addabbo,Joseph P Addabbo,Democratic,no,none,0,,,,,,No high-confidence match
"Kolter, Joseph P.",joseph p kolter,Joseph P Kolter,Democratic,no,none,0,,,,,,No high-confidence match
"Vigorito, Joseph P.",joseph p vigorito,Joseph P Vigorito,Democratic,no,none,0,,,,,,No high-confidence match
"Biden, Joseph R., Jr.",joseph r biden,Joseph R Biden,Democratic,no,none,0,,,,,,No high-confidence match
"Pitts, Joseph R.",joseph r pitts,Joseph R Pitts,Republican,no,none,0,,,,,,No high-confidence match
"Ammerman, Joseph S.",joseph s ammerman,Joseph S Ammerman,Democratic,no,none,0,,,,,,No high-confidence match
"Eilberg, Joshua",joshua eilberg,Joshua Eilberg,Democratic,no,none,0,,,,,,No high-confidence match
"Hansen, Julia Butler",julia butler hansen,Julia Butler Hansen,Democratic,no,none,0,,,,,,No high-confidence match
"McKay, K. Gunn",k gunn mckay,K Gunn Mckay,Democratic,no,none,0,,,,,,No high-confidence match
"Conaway, K. Michael",k michael conaway,K Michael Conaway,Republican,no,none,0,,,,,,No high-confidence match
"Kahele, Kaiali'i",kaialii kahele,Kaialii Kahele,Democratic,no,none,0,,,,,,No high-confidence match
"Hodges, Kaneaster, Jr.",kaneaster hodges,Kaneaster Hodges,Democratic,no,none,0,,,,,,No high-confidence match
"Dahlkemper, Kathleen A.",kathleen a dahlkemper,Kathleen A Dahlkemper,Democratic,no,none,0,,,,,,No high-confidence match
"Hochul, Kathleen C.",kathleen c hochul,Kathleen C Hochul,Democratic,no,none,0,,,,,,No high-confidence match
"Hall, Katie",katie hall,Katie Hall,Democratic,no,none,0,,,,,,No high-confidence match
"Hutchison, Kay Bailey",kay bailey hutchison,Kay Bailey Hutchison,Republican,no,none,0,,,,,,No high-confidence match
"Sebelius, Keith G.",keith g sebelius,Keith G Sebelius,Republican,no,none,0,,,,,,No high-confidence match
"Bentsen, Ken",ken bentsen,Ken Bentsen,Democratic,no,none,0,,,,,,No high-confidence match
"Kramer, Ken",ken kramer,Ken Kramer,Republican,no,none,0,,,,,,No high-confidence match
"Gray, Kenneth J.",kenneth j gray,Kenneth J Gray,Democratic,no,none,0,,,,,,No high-confidence match
"Gray, Kenneth J.",kenneth j gray,Kenneth J Gray,Democratic,no,none,0,,,,,,No high-confidence match
"Holland, Kenneth L.",kenneth l holland,Kenneth L Holland,Democratic,no,none,0,,,,,,No high-confidence match
"Hance, Kent R.",kent r hance,Kent R Hance,Democratic,no,none,0,,,,,,No high-confidence match
"King-Hinds, Kimberlyn",kimberlyn king hinds,Kimberlyn King Hinds,Republican,no,none,0,,,,,,No high-confidence match
"Bafalis, L. A. (Skip)",l a skip bafalis,L A Skip Bafalis,Republican,no,none,0,,,,,,No high-confidence match
"Fountain, L. H.",l h fountain,L H Fountain,Democratic,no,none,0,,,,,,No high-confidence match
"Baker, LaMar",lamar baker,Lamar Baker,Republican,no,none,0,,,,,,No high-confidence match
"Gudger, V. Lamar",lamar gudger,Lamar Gudger,Democratic,no,none,0,,,,,,No high-confidence match
"Butler, Laphonza R.",laphonza r butler,Laphonza R Butler,Democratic,no,none,0,,,,,,No high-confidence match
"Smith, Larkin",larkin smith,Larkin Smith,Republican,no,none,0,,,,,,No high-confidence match
"Hopkins, Larry J.",larry j hopkins,Larry J Hopkins,Republican,no,none,0,,,,,,No high-confidence match
"Winn, Larry, Jr.",larry winn,Larry Winn,Republican,no,none,0,,,,,,No high-confidence match
"Faircloth, Lauch",lauch faircloth,Lauch Faircloth,Republican,no,none,0,,,,,,No high-confidence match
"Coughlin, Lawrence",lawrence coughlin,Lawrence Coughlin,Republican,no,none,0,,,,,,No high-confidence match
"Williams, Lawrence G.",lawrence g williams,Lawrence G Williams,Republican,no,none,0,,,,,,No high-confidence match
"DeNardis, Lawrence J.",lawrence j denardis,Lawrence J Denardis,Republican,no,none,0,,,,,,No high-confidence match
"McDonald, Lawrence P.",lawrence p mcdonald,Lawrence P Mcdonald,Democratic,no,none,0,,,,,,No high-confidence match
"Smith, Lawrence",lawrence smith,Lawrence Smith,Democratic,no,none,0,,,,,,No high-confidence match
"Chiles, Lawton",lawton chiles,Lawton Chiles,Democratic,no,none,0,,,,,,No high-confidence match
"Metcalf, Lee",lee metcalf,Lee Metcalf,Democratic,no,none,0,,,,,,No high-confidence match
"Metcalf, Lee",lee metcalf,Lee Metcalf,Democratic,no,none,0,,,,,,No high-confidence match
"Zeferetti, Leo C.",leo c zeferetti,Leo C Zeferetti,Democratic,no,none,0,,,,,,No high-confidence match
"Ryan, Leo J.",leo j ryan,Leo J Ryan,Democratic,no,none,0,,,,,,No high-confidence match
"Sullivan, Leonor K. (Mrs. John B.)",leonor k mrs john b sullivan,Leonor K Mrs John B Sullivan,Democratic,no,none,0,,,,,,No high-confidence match
"Arends, Leslie C.",leslie c arends,Leslie C Arends,Republican,no,none,0,,,,,,No high-confidence match
"Wolff, Lester L.",lester l wolff,Lester L Wolff,Democratic,no,none,0,,,,,,No high-confidence match
"Thomas, Lindsay",lindsay thomas,Lindsay Thomas,Democratic,no,none,0,,,,,,No high-confidence match
"Van Deerlin, Lionel",lionel van deerlin,Lionel Van Deerlin,Democratic,no,none,0,,,,,,No high-confidence match
"Bentsen, Lloyd M.",lloyd m bentsen,Lloyd M Bentsen,Democratic,no,none,0,,,,,,No high-confidence match
"Bentsen, Lloyd M.",lloyd m bentsen,Lloyd M Bentsen,Democratic,no,none,0,,,,,,No high-confidence match
"Meeds, Lloyd",lloyd meeds,Lloyd Meeds,Democratic,no,none,0,,,,,,No high-confidence match
"Frey, Lou, Jr.",lou frey,Lou Frey,Republican,no,none,0,,,,,,No high-confidence match
"Wyman, Louis C.",louis c wyman,Louis C Wyman,Republican,no,none,0,,,,,,No high-confidence match
"Wyman, Louis C.",louis c wyman,Louis C Wyman,Republican,no,none,0,,,,,,No high-confidence match
"Wyman, Louis C.",louis c wyman,Louis C Wyman,Republican,no,none,0,,,,,,No high-confidence match
"Slaughter, Louise McIntosh",louise mcintosh slaughter,Louise Mcintosh Slaughter,Democratic,no,none,0,,,,,,No high-confidence match
"Weicker, Lowell P., Jr.",lowell p weicker,Lowell P Weicker,Republican,no,none,0,,,,,,No high-confidence match
"Weicker, Lowell P., Jr.",lowell p weicker,Lowell P Weicker,Republican,no,none,0,,,,,,No high-confidence match
"Nedzi, Lucien N.",lucien n nedzi,Lucien N Nedzi,Democratic,no,none,0,,,,,,No high-confidence match
"Fortuno, Luis G.",luis g fortuno,Luis G Fortuno,Republican,no,none,0,,,,,,No high-confidence match
"Gutierrez, Luis V.",luis gutierrez,Luis Gutierrez,Democratic,no,none,0,,,,,,No high-confidence match
"Strange, Luther",luther strange,Luther Strange,Republican,no,none,0,,,,,,No high-confidence match
"Williams, Lyle",lyle williams,Lyle Williams,Republican,no,none,0,,,,,,No high-confidence match
"Martin, Lynn M.",lynn m martin,Lynn M Martin,Republican,no,none,0,,,,,,No high-confidence match
"Rivers, Lynn N.",lynn n rivers,Lynn N Rivers,Democratic,no,none,0,,,,,,No high-confidence match
"Butler, M. Caldwell",m caldwell butler,M Caldwell Butler,Republican,no,none,0,,,,,,No high-confidence match
"Snyder, M. G. (Gene)",m g gene snyder,M G Gene Snyder,Republican,no,none,0,,,,,,No high-confidence match
"Snyder, M. G. (Gene)",m g gene snyder,M G Gene Snyder,Republican,no,none,0,,,,,,No high-confidence match
"Collins, Mac",mac collins,Mac Collins,Republican,no,none,0,,,,,,No high-confidence match
"Wallop, Malcolm",malcolm wallop,Malcolm Wallop,Republican,no,none,0,,,,,,No high-confidence match
"Lujan, Manuel, Jr.",manuel lujan,Manuel Lujan,Republican,no,none,0,,,,,,No high-confidence match
"Marks, Marc L.",marc l marks,Marc L Marks,Republican,no,none,0,,,,,,No high-confidence match
"Heckler, Margaret M.",margaret m heckler,Margaret M Heckler,Republican,no,none,0,,,,,,No high-confidence match
"Hassan, Margaret Wood",margaret wood hassan,Margaret Wood Hassan,Democratic,no,none,0,,,,,,No high-confidence match
"Salazar, Maria Elvira",maria elvira salazar,Maria Elvira Salazar,Republican,no,none,0,,,,,,No high-confidence match
"Biaggi, Mario",mario biaggi,Mario Biaggi,Democratic,no,none,0,,,,,,No high-confidence match
"Holt, Marjorie S.",marjorie s holt,Marjorie S Holt,Republican,no,none,0,,,,,,No high-confidence match
"Greene, Marjorie Taylor",marjorie taylor greene,Marjorie Taylor Greene,Republican,no,none,0,,,,,,No high-confidence match
"Andrews, Mark",mark andrews,Mark Andrews,Republican,no,none,0,,,,,,No high-confidence match
"Andrews, Mark",mark andrews,Mark Andrews,Republican,no,none,0,,,,,,No high-confidence match
"Siljander, Mark D.",mark d siljander,Mark D Siljander,Republican,no,none,0,,,,,,No high-confidence match
"Hatfield, Mark O.",mark o hatfield,Mark O Hatfield,Republican,no,none,0,,,,,,No high-confidence match
"Kirk, Mark Steven",mark steven kirk,Mark Steven Kirk,Republican,no,none,0,,,,,,No high-confidence match
"Kirk, Mark Steven",mark steven kirk,Mark Steven Kirk,Republican,no,none,0,,,,,,No high-confidence match
"Hannaford, Mark W.",mark w hannaford,Mark W Hannaford,Democratic,no,none,0,,,,,,No high-confidence match
"Cook, Marlow W.",marlow w cook,Marlow W Cook,Republican,no,none,0,,,,,,No high-confidence match
"Keys, Martha E.",martha e keys,Martha E Keys,Democratic,no,none,0,,,,,,No high-confidence match
"Griffiths, Martha W.",martha w griffiths,Martha W Griffiths,Democratic,no,none,0,,,,,,No high-confidence match
"Russo, Martin A.",martin a russo,Martin A Russo,Democratic,no,none,0,,,,,,No high-confidence match
"Frost, Martin",martin frost,Martin Frost,Democratic,no,none,0,,,,,,No high-confidence match
"Esch, Marvin L.",marvin l esch,Marvin L Esch,Republican,no,none,0,,,,,,No high-confidence match
"Leath, Marvin",marvin leath,Marvin Leath,Democratic,no,none,0,,,,,,No high-confidence match
"Scanlon, Mary Gay",mary gay scanlon,Mary Gay Scanlon,Democratic,no,none,0,,,,,,No high-confidence match
"Peltola, Mary Sattler",mary sattler peltola,Mary Sattler Peltola,Democratic,no,none,0,,,,,,No high-confidence match
"Allen, Maryon",maryon allen,Maryon Allen,Democratic,no,none,0,,,,,,No high-confidence match
"McHugh, Matthew F.",matthew f mchugh,Matthew F Mchugh,Democratic,no,none,0,,,,,,No high-confidence match
"Rinaldo, Matthew J.",matthew j rinaldo,Matthew J Rinaldo,Republican,no,none,0,,,,,,No high-confidence match
"Rosendale, Matthew M.",matthew m rosendale,Matthew M Rosendale,Republican,no,none,0,,,,,,No high-confidence match
"Cleland, Max",max cleland,Max Cleland,Democratic,no,none,0,,,,,,No high-confidence match
"Hancock, Mel",mel hancock,Mel Hancock,Republican,no,none,0,,,,,,No high-confidence match
"Levine, Mel",mel levine,Mel Levine,Democratic,no,none,0,,,,,,No high-confidence match
"Martinez, Mel",mel martinez,Mel Martinez,Republican,no,none,0,,,,,,No high-confidence match
"Reynolds, Mel",mel reynolds,Mel Reynolds,Democratic,no,none,0,,,,,,No high-confidence match
"Evans, Melvin H.",melvin h evans,Melvin H Evans,Republican,no,none,0,,,,,,No high-confidence match
"Watt, Melvin L.",melvin l watt,Melvin L Watt,Democratic,no,none,0,,,,,,No high-confidence match
"Price, Melvin",melvin price,Melvin Price,Democratic,no,none,0,,,,,,No high-confidence match
"Davis, Mendel J.",mendel j davis,Mendel J Davis,Democratic,no,none,0,,,,,,No high-confidence match
"Dymally, Mervyn M.",mervyn m dymally,Mervyn M Dymally,Democratic,no,none,0,,,,,,No high-confidence match
"Love, Mia B.",mia b love,Mia B Love,Republican,no,none,0,,,,,,No high-confidence match
"Enzi, Michael B.",michael b enzi,Michael B Enzi,Republican,no,none,0,,,,,,No high-confidence match
"Blouin, Michael",michael blouin,Michael Blouin,Democratic,no,none,0,,,,,,No high-confidence match
"Barnes, Michael D.",michael d barnes,Michael D Barnes,Democratic,no,none,0,,,,,,No high-confidence match
"Capuano, Michael E.",michael e capuano,Michael E Capuano,Democratic,no,none,0,,,,,,No high-confidence match
"Sodrel, Michael E.",michael e sodrel,Michael E Sodrel,Republican,no,none,0,,,,,,No high-confidence match
"Doyle, Michael F.",michael f doyle,Michael F Doyle,Democratic,no,none,0,,,,,,No high-confidence match
"San Nicolas, Michael F. Q.",michael f q san nicolas,Michael F Q San Nicolas,Democratic,no,none,0,,,,,,No high-confidence match
"Fitzpatrick, Michael G.",michael g fitzpatrick,Michael G Fitzpatrick,Republican,no,none,0,,,,,,No high-confidence match
"Fitzpatrick, Michael G.",michael g fitzpatrick,Michael G Fitzpatrick,Republican,no,none,0,,,,,,No high-confidence match
"Michaud, Michael H.",michael h michaud,Michael H Michaud,Democratic,no,none,0,,,,,,No high-confidence match
"Harrington, Michael J.",michael j harrington,Michael J Harrington,Democratic,no,none,0,,,,,,No high-confidence match
"Strang, Michael L.",michael l strang,Michael L Strang,Republican,no,none,0,,,,,,No high-confidence match
"Lawler, Michael",michael lawler,Michael Lawler,Republican,no,none,0,,,,,,No high-confidence match
"Honda, Michael M.",michael m honda,Michael M Honda,Democratic,no,none,0,,,,,,No high-confidence match
"Castle, Michael N.",michael n castle,Michael N Castle,Republican,no,none,0,,,,,,No high-confidence match
"Forbes, Michael P.",michael p forbes,Michael P Forbes,Democratic,no,none,0,,,,,,No high-confidence match
"Turner, Michael R.",michael r turner,Michael R Turner,Republican,no,none,0,,,,,,No high-confidence match
"Waltz, Michael",michael waltz,Michael Waltz,Republican,no,none,0,,,,,,No high-confidence match
"Edwards, Mickey",mickey edwards,Mickey Edwards,Republican,no,none,0,,,,,,No high-confidence match
"Leland, Mickey",mickey leland,Mickey Leland,Democratic,no,none,0,,,,,,No high-confidence match
"Coffman, Mike",mike coffman,Mike Coffman,Republican,no,none,0,,,,,,No high-confidence match
"Ferguson, Mike",mike ferguson,Mike Ferguson,Republican,no,none,0,,,,,,No high-confidence match
"Gravel, Mike",mike gravel,Mike Gravel,Democratic,no,none,0,,,,,,No high-confidence match
"Lowry, Mike",mike lowry,Mike Lowry,Democratic,no,none,0,,,,,,No high-confidence match
"Mansfield, Mike",mike mansfield,Mike Mansfield,Democratic,no,none,0,,,,,,No high-confidence match
"Mansfield, Mike",mike mansfield,Mike Mansfield,Democratic,no,none,0,,,,,,No high-confidence match
"McCormack, Mike",mike mccormack,Mike Mccormack,Democratic,no,none,0,,,,,,No high-confidence match
"Ward, Mike",mike ward,Mike Ward,Democratic,no,none,0,,,,,,No high-confidence match
"Fenwick, Millicent H.",millicent h fenwick,Millicent H Fenwick,Republican,no,none,0,,,,,,No high-confidence match
"Young, Milton R.",milton r young,Milton R Young,Republican,no,none,0,,,,,,No high-confidence match
"Murphy, Morgan F.",morgan f murphy,Morgan F Murphy,Democratic,no,none,0,,,,,,No high-confidence match
"Udall, Morris K.",morris k udall,Morris K Udall,Democratic,no,none,0,,,,,,No high-confidence match
"Humphrey, Muriel",muriel humphrey,Muriel Humphrey,Democratic,no,none,0,,,,,,No high-confidence match
"Hayworth, Nan A. S.",nan a s hayworth,Nan A S Hayworth,Republican,no,none,0,,,,,,No high-confidence match
"Kassebaum, Nancy Landon",nancy landon kassebaum,Nancy Landon Kassebaum,Republican,no,none,0,,,,,,No high-confidence match
"Barragán, Nanette Diaz",nanette diaz barragán,Nanette Diaz Barragán,Democratic,no,none,0,,,,,,No high-confidence match
"Smith, Neal Edward",neal edward smith,Neal Edward Smith,Democratic,no,none,0,,,,,,No high-confidence match
"Pou, Nellie",nellie pou,Nellie Pou,Democratic,no,none,0,,,,,,No high-confidence match
"Steers, Newton I., Jr.",newton i steers,Newton I Steers,Republican,no,none,0,,,,,,No high-confidence match
"Brady, Nicholas",nicholas brady,Nicholas Brady,Republican,no,none,0,,,,,,No high-confidence match
"Begich, Nicholas J.",nicholas j begich,Nicholas J Begich,Republican,no,none,0,,,,,,No high-confidence match
"LaLota, Nick",nick lalota,Nick Lalota,Republican,no,none,0,,,,,,No high-confidence match
"Lampson, Nick",nick lampson,Nick Lampson,Democratic,no,none,0,,,,,,No high-confidence match
"Lampson, Nick",nick lampson,Nick Lampson,Democratic,no,none,0,,,,,,No high-confidence match
"Dicks, Norman D.",norman d dicks,Norman D Dicks,Democratic,no,none,0,,,,,,No high-confidence match
"Shumway, Norman D.",norman d shumway,Norman D Shumway,Republican,no,none,0,,,,,,No high-confidence match
"D'Amours, Norman E.",norman e damours,Norman E Damours,Democratic,no,none,0,,,,,,No high-confidence match
"Lent, Norman F.",norman f lent,Norman F Lent,Republican,no,none,0,,,,,,No high-confidence match
"Cotton, Norris",norris cotton,Norris Cotton,Republican,no,none,0,,,,,,No high-confidence match
"Cotton, Norris",norris cotton,Norris Cotton,Republican,no,none,0,,,,,,No high-confidence match
"Fisher, O. C.",o c fisher,O C Fisher,Democratic,no,none,0,,,,,,No high-confidence match
"Reid, Ogden R.",ogden r reid,Ogden R Reid,Democratic,no,none,0,,,,,,No high-confidence match
"Teague, Olin E.",olin e teague,Olin E Teague,Democratic,no,none,0,,,,,,No high-confidence match
"Burleson, Omar",omar burleson,Omar Burleson,Democratic,no,none,0,,,,,,No high-confidence match
"Hansen, Orval",orval hansen,Orval Hansen,Republican,no,none,0,,,,,,No high-confidence match
"Pike, Otis G.",otis g pike,Otis G Pike,Democratic,no,none,0,,,,,,No high-confidence match
"Passman, Otto E.",otto e passman,Otto E Passman,Democratic,no,none,0,,,,,,No high-confidence match
"Hernández, Pablo Jose",pablo jose hernández,Pablo Jose Hernández,Democratic,no,none,0,,,,,,No high-confidence match
"Mitchell, Parren J.",parren j mitchell,Parren J Mitchell,Democratic,no,none,0,,,,,,No high-confidence match
"Danner, Pat",pat danner,Pat Danner,Democratic,no,none,0,,,,,,No high-confidence match
"Harrigan, Pat",pat harrigan,Pat Harrigan,Republican,no,none,0,,,,,,No high-confidence match
"Saiki, Patricia",patricia saiki,Patricia Saiki,Republican,no,none,0,,,,,,No high-confidence match
"Schroeder, Patricia",patricia schroeder,Patricia Schroeder,Democratic,no,none,0,,,,,,No high-confidence match
"Tiberi, Patrick J.",patrick j tiberi,Patrick J Tiberi,Republican,no,none,0,,,,,,No high-confidence match
"Swindall, Patrick L.",patrick l swindall,Patrick L Swindall,Republican,no,none,0,,,,,,No high-confidence match
"Meehan, Patrick",patrick meehan,Patrick Meehan,Republican,no,none,0,,,,,,No high-confidence match
"Ryan, Patrick",patrick ryan,Patrick Ryan,Democratic,no,none,0,,,,,,No high-confidence match
"Toomey, Patrick",patrick toomey,Patrick Toomey,Republican,no,none,0,,,,,,No high-confidence match
"Toomey, Patrick",patrick toomey,Patrick Toomey,Republican,no,none,0,,,,,,No high-confidence match
"Mink, Patsy T.",patsy t mink,Patsy T Mink,Democratic,no,none,0,,,,,,No high-confidence match
"Mink, Patsy T.",patsy t mink,Patsy T Mink,Democratic,no,none,0,,,,,,No high-confidence match
"Laxalt, Paul D.",paul d laxalt,Paul D Laxalt,Republican,no,none,0,,,,,,No high-confidence match
"Tsongas, Paul E.",paul e tsongas,Paul E Tsongas,Democratic,no,none,0,,,,,,No high-confidence match
"Tsongas, Paul E.",paul e tsongas,Paul E Tsongas,Democratic,no,none,0,,,,,,No high-confidence match
"Findley, Paul",paul findley,Paul Findley,Republican,no,none,0,,,,,,No high-confidence match
"Rogers, Paul G.",paul g rogers,Paul G Rogers,Democratic,no,none,0,,,,,,No high-confidence match
"Kirk, Paul Grattan, Jr.",paul grattan kirk,Paul Grattan Kirk,Democratic,no,none,0,,,,,,No high-confidence match
"Hatfield, Paul",paul hatfield,Paul Hatfield,Democratic,no,none,0,,,,,,No high-confidence match
"Fannin, Paul J.",paul j fannin,Paul J Fannin,Republican,no,none,0,,,,,,No high-confidence match
